Country,Province,Latitude,Longitude,Interface,Animal_ID,Taxa,Species,Common Name,Sampling_Date,Sex,Age,Sample_Type,PCR_Type,PCR_Protocol,PCR_Result
Republic of Congo,Lekoumou,-3.24,13.84,crop production; dwellings and temporary settlements; extractive industry,CGAB0293,bats,Epomops franqueti,Franquet's Epauletted Fruit Bat,7/24/16,male,adult (reproductive age),oral swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
Republic of Congo,Lekoumou,-3.24,13.84,crop production; dwellings and temporary settlements; extractive industry,CGAB0293,bats,Epomops franqueti,Franquet's Epauletted Fruit Bat,7/24/16,male,adult (reproductive age),oral swab,Conventional PCR,"Quan et al, RdRp gene",Negative
Republic of Congo,Lekoumou,-3.24,13.84,crop production; dwellings and temporary settlements; extractive industry,CGAB0293,bats,Epomops franqueti,Franquet's Epauletted Fruit Bat,7/24/16,male,adult (reproductive age),rectal swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
Republic of Congo,Lekoumou,-3.24,13.84,crop production; dwellings and temporary settlements; extractive industry,CGAB0293,bats,Epomops franqueti,Franquet's Epauletted Fruit Bat,7/24/16,male,adult (reproductive age),rectal swab,Conventional PCR,"Quan et al, RdRp gene",Negative
Republic of Congo,Lekoumou,-3.24,13.84,crop production; dwellings and temporary settlements; extractive industry,CGAB0294,bats,Epomops franqueti,Franquet's Epauletted Fruit Bat,7/24/16,male,adult (reproductive age),oral swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
Republic of Congo,Lekoumou,-3.24,13.84,crop production; dwellings and temporary settlements; extractive industry,CGAB0294,bats,Epomops franqueti,Franquet's Epauletted Fruit Bat,7/24/16,male,adult (reproductive age),oral swab,Conventional PCR,"Quan et al, RdRp gene",Negative
Republic of Congo,Lekoumou,-3.24,13.84,crop production; dwellings and temporary settlements; extractive industry,CGAB0294,bats,Epomops franqueti,Franquet's Epauletted Fruit Bat,7/24/16,male,adult (reproductive age),rectal swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
Republic of Congo,Lekoumou,-3.24,13.84,crop production; dwellings and temporary settlements; extractive industry,CGAB0294,bats,Epomops franqueti,Franquet's Epauletted Fruit Bat,7/24/16,male,adult (reproductive age),rectal swab,Conventional PCR,"Quan et al, RdRp gene",Negative
Republic of Congo,Lekoumou,-3.24,13.84,crop production; dwellings and temporary settlements; extractive industry,CGAB0295,bats,Micropteropus pusillus,Peter's Dwarf Epauletted Fruit Bat,7/24/16,male,adult (reproductive age),oral swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
Republic of Congo,Lekoumou,-3.24,13.84,crop production; dwellings and temporary settlements; extractive industry,CGAB0295,bats,Micropteropus pusillus,Peter's Dwarf Epauletted Fruit Bat,7/24/16,male,adult (reproductive age),oral swab,Conventional PCR,"Quan et al, RdRp gene",Negative
Republic of Congo,Lekoumou,-3.24,13.84,crop production; dwellings and temporary settlements; extractive industry,CGAB0295,bats,Micropteropus pusillus,Peter's Dwarf Epauletted Fruit Bat,7/24/16,male,adult (reproductive age),rectal swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
Republic of Congo,Lekoumou,-3.24,13.84,crop production; dwellings and temporary settlements; extractive industry,CGAB0295,bats,Micropteropus pusillus,Peter's Dwarf Epauletted Fruit Bat,7/24/16,male,adult (reproductive age),rectal swab,Conventional PCR,"Quan et al, RdRp gene",Negative
Republic of Congo,Lekoumou,-3.24,13.84,crop production; dwellings and temporary settlements; extractive industry,CGAB0296,bats,Micropteropus pusillus,Peter's Dwarf Epauletted Fruit Bat,7/24/16,female,adult (reproductive age),oral swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
Republic of Congo,Lekoumou,-3.24,13.84,crop production; dwellings and temporary settlements; extractive industry,CGAB0296,bats,Micropteropus pusillus,Peter's Dwarf Epauletted Fruit Bat,7/24/16,female,adult (reproductive age),oral swab,Conventional PCR,"Quan et al, RdRp gene",Negative
Republic of Congo,Lekoumou,-3.24,13.84,crop production; dwellings and temporary settlements; extractive industry,CGAB0296,bats,Micropteropus pusillus,Peter's Dwarf Epauletted Fruit Bat,7/24/16,female,adult (reproductive age),rectal swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
Republic of Congo,Lekoumou,-3.24,13.84,crop production; dwellings and temporary settlements; extractive industry,CGAB0296,bats,Micropteropus pusillus,Peter's Dwarf Epauletted Fruit Bat,7/24/16,female,adult (reproductive age),rectal swab,Conventional PCR,"Quan et al, RdRp gene",Negative
Republic of Congo,Lekoumou,-3.24,13.84,crop production; dwellings and temporary settlements; extractive industry,CGAB0297,bats,Megaloglossus woermanni,Woermann's Fruit Bat,7/24/16,female,adult (reproductive age),oral swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
Republic of Congo,Lekoumou,-3.24,13.84,crop production; dwellings and temporary settlements; extractive industry,CGAB0297,bats,Megaloglossus woermanni,Woermann's Fruit Bat,7/24/16,female,adult (reproductive age),oral swab,Conventional PCR,"Quan et al, RdRp gene",Negative
Republic of Congo,Lekoumou,-3.24,13.84,crop production; dwellings and temporary settlements; extractive industry,CGAB0297,bats,Megaloglossus woermanni,Woermann's Fruit Bat,7/24/16,female,adult (reproductive age),rectal swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
Republic of Congo,Lekoumou,-3.24,13.84,crop production; dwellings and temporary settlements; extractive industry,CGAB0297,bats,Megaloglossus woermanni,Woermann's Fruit Bat,7/24/16,female,adult (reproductive age),rectal swab,Conventional PCR,"Quan et al, RdRp gene",Negative
Republic of Congo,Lekoumou,-3.24,13.84,crop production; dwellings and temporary settlements; extractive industry,CGAB0298,bats,Micropteropus pusillus,Peter's Dwarf Epauletted Fruit Bat,7/24/16,male,adult (reproductive age),oral swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
Republic of Congo,Lekoumou,-3.24,13.84,crop production; dwellings and temporary settlements; extractive industry,CGAB0298,bats,Micropteropus pusillus,Peter's Dwarf Epauletted Fruit Bat,7/24/16,male,adult (reproductive age),oral swab,Conventional PCR,"Quan et al, RdRp gene",Negative
Republic of Congo,Lekoumou,-3.24,13.84,crop production; dwellings and temporary settlements; extractive industry,CGAB0298,bats,Micropteropus pusillus,Peter's Dwarf Epauletted Fruit Bat,7/24/16,male,adult (reproductive age),rectal swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
Republic of Congo,Lekoumou,-3.24,13.84,crop production; dwellings and temporary settlements; extractive industry,CGAB0298,bats,Micropteropus pusillus,Peter's Dwarf Epauletted Fruit Bat,7/24/16,male,adult (reproductive age),rectal swab,Conventional PCR,"Quan et al, RdRp gene",Negative
Republic of Congo,Lekoumou,-3.24,13.84,crop production; dwellings and temporary settlements; extractive industry,CGAB0299,bats,Megaloglossus woermanni,Woermann's Fruit Bat,7/24/16,male,adult (reproductive age),oral swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
Republic of Congo,Lekoumou,-3.24,13.84,crop production; dwellings and temporary settlements; extractive industry,CGAB0299,bats,Megaloglossus woermanni,Woermann's Fruit Bat,7/24/16,male,adult (reproductive age),oral swab,Conventional PCR,"Quan et al, RdRp gene",Negative
Republic of Congo,Lekoumou,-3.24,13.84,crop production; dwellings and temporary settlements; extractive industry,CGAB0299,bats,Megaloglossus woermanni,Woermann's Fruit Bat,7/24/16,male,adult (reproductive age),rectal swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
Republic of Congo,Lekoumou,-3.24,13.84,crop production; dwellings and temporary settlements; extractive industry,CGAB0299,bats,Megaloglossus woermanni,Woermann's Fruit Bat,7/24/16,male,adult (reproductive age),rectal swab,Conventional PCR,"Quan et al, RdRp gene",Negative
Republic of Congo,Lekoumou,-3.24,13.84,crop production; dwellings and temporary settlements; extractive industry,CGAB0300,bats,Micropteropus pusillus,Peter's Dwarf Epauletted Fruit Bat,7/24/16,female,adult (reproductive age),oral swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
Republic of Congo,Lekoumou,-3.24,13.84,crop production; dwellings and temporary settlements; extractive industry,CGAB0300,bats,Micropteropus pusillus,Peter's Dwarf Epauletted Fruit Bat,7/24/16,female,adult (reproductive age),oral swab,Conventional PCR,"Quan et al, RdRp gene",Negative
Republic of Congo,Lekoumou,-3.24,13.84,crop production; dwellings and temporary settlements; extractive industry,CGAB0300,bats,Micropteropus pusillus,Peter's Dwarf Epauletted Fruit Bat,7/24/16,female,adult (reproductive age),rectal swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
Republic of Congo,Lekoumou,-3.24,13.84,crop production; dwellings and temporary settlements; extractive industry,CGAB0300,bats,Micropteropus pusillus,Peter's Dwarf Epauletted Fruit Bat,7/24/16,female,adult (reproductive age),rectal swab,Conventional PCR,"Quan et al, RdRp gene",Negative
Republic of Congo,Lekoumou,-3.24,13.84,crop production; dwellings and temporary settlements; extractive industry,CGAB0301,bats,Megaloglossus woermanni,Woermann's Fruit Bat,7/24/16,female,adult (reproductive age),oral swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
Republic of Congo,Lekoumou,-3.24,13.84,crop production; dwellings and temporary settlements; extractive industry,CGAB0301,bats,Megaloglossus woermanni,Woermann's Fruit Bat,7/24/16,female,adult (reproductive age),oral swab,Conventional PCR,"Quan et al, RdRp gene",Negative
Republic of Congo,Lekoumou,-3.24,13.84,crop production; dwellings and temporary settlements; extractive industry,CGAB0301,bats,Megaloglossus woermanni,Woermann's Fruit Bat,7/24/16,female,adult (reproductive age),rectal swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
Republic of Congo,Lekoumou,-3.24,13.84,crop production; dwellings and temporary settlements; extractive industry,CGAB0301,bats,Megaloglossus woermanni,Woermann's Fruit Bat,7/24/16,female,adult (reproductive age),rectal swab,Conventional PCR,"Quan et al, RdRp gene",Negative
Republic of Congo,Lekoumou,-3.24,13.84,crop production; dwellings and temporary settlements; extractive industry,CGAB0302,bats,Megaloglossus woermanni,Woermann's Fruit Bat,7/24/16,female,adult (reproductive age),oral swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
Republic of Congo,Lekoumou,-3.24,13.84,crop production; dwellings and temporary settlements; extractive industry,CGAB0302,bats,Megaloglossus woermanni,Woermann's Fruit Bat,7/24/16,female,adult (reproductive age),oral swab,Conventional PCR,"Quan et al, RdRp gene",Negative
Republic of Congo,Lekoumou,-3.24,13.84,crop production; dwellings and temporary settlements; extractive industry,CGAB0302,bats,Megaloglossus woermanni,Woermann's Fruit Bat,7/24/16,female,adult (reproductive age),rectal swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
Republic of Congo,Lekoumou,-3.24,13.84,crop production; dwellings and temporary settlements; extractive industry,CGAB0302,bats,Megaloglossus woermanni,Woermann's Fruit Bat,7/24/16,female,adult (reproductive age),rectal swab,Conventional PCR,"Quan et al, RdRp gene",Negative
Republic of Congo,Lekoumou,-3.24,13.84,crop production; dwellings and temporary settlements; extractive industry,CGAB0303,bats,Epomops franqueti,Franquet's Epauletted Fruit Bat,7/24/16,female,adult (reproductive age),oral swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
Republic of Congo,Lekoumou,-3.24,13.84,crop production; dwellings and temporary settlements; extractive industry,CGAB0303,bats,Epomops franqueti,Franquet's Epauletted Fruit Bat,7/24/16,female,adult (reproductive age),oral swab,Conventional PCR,"Quan et al, RdRp gene",Negative
Republic of Congo,Lekoumou,-3.24,13.84,crop production; dwellings and temporary settlements; extractive industry,CGAB0303,bats,Epomops franqueti,Franquet's Epauletted Fruit Bat,7/24/16,female,adult (reproductive age),rectal swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Positive
Republic of Congo,Lekoumou,-3.24,13.84,crop production; dwellings and temporary settlements; extractive industry,CGAB0303,bats,Epomops franqueti,Franquet's Epauletted Fruit Bat,7/24/16,female,adult (reproductive age),rectal swab,Conventional PCR,"Quan et al, RdRp gene",Negative
Republic of Congo,Lekoumou,-3.24,13.84,crop production; dwellings and temporary settlements; extractive industry,CGAB0304,bats,Epomops franqueti,Franquet's Epauletted Fruit Bat,7/24/16,male,adult (reproductive age),oral swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
Republic of Congo,Lekoumou,-3.24,13.84,crop production; dwellings and temporary settlements; extractive industry,CGAB0304,bats,Epomops franqueti,Franquet's Epauletted Fruit Bat,7/24/16,male,adult (reproductive age),oral swab,Conventional PCR,"Quan et al, RdRp gene",Negative
Republic of Congo,Lekoumou,-3.24,13.84,crop production; dwellings and temporary settlements; extractive industry,CGAB0304,bats,Epomops franqueti,Franquet's Epauletted Fruit Bat,7/24/16,male,adult (reproductive age),rectal swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
Republic of Congo,Lekoumou,-3.24,13.84,crop production; dwellings and temporary settlements; extractive industry,CGAB0304,bats,Epomops franqueti,Franquet's Epauletted Fruit Bat,7/24/16,male,adult (reproductive age),rectal swab,Conventional PCR,"Quan et al, RdRp gene",Negative
Republic of Congo,Lekoumou,-3.24,13.84,crop production; dwellings and temporary settlements; extractive industry,CGAR0305,rodents/shrews,Lemniscomys striatus,Typical Striped Grass Mouse,7/24/16,female,adult (reproductive age),oral swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
Republic of Congo,Lekoumou,-3.24,13.84,crop production; dwellings and temporary settlements; extractive industry,CGAR0305,rodents/shrews,Lemniscomys striatus,Typical Striped Grass Mouse,7/24/16,female,adult (reproductive age),oral swab,Conventional PCR,"Quan et al, RdRp gene",Negative
Republic of Congo,Lekoumou,-3.24,13.84,crop production; dwellings and temporary settlements; extractive industry,CGAR0305,rodents/shrews,Lemniscomys striatus,Typical Striped Grass Mouse,7/24/16,female,adult (reproductive age),rectal swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
Republic of Congo,Lekoumou,-3.24,13.84,crop production; dwellings and temporary settlements; extractive industry,CGAR0305,rodents/shrews,Lemniscomys striatus,Typical Striped Grass Mouse,7/24/16,female,adult (reproductive age),rectal swab,Conventional PCR,"Quan et al, RdRp gene",Negative
Republic of Congo,Lekoumou,-3.24,13.84,crop production; dwellings and temporary settlements; extractive industry,CGAR0307,rodents/shrews,Mus minutoides,Pygmy Mouse,7/24/16,male,adult (reproductive age),oral swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
Republic of Congo,Lekoumou,-3.24,13.84,crop production; dwellings and temporary settlements; extractive industry,CGAR0307,rodents/shrews,Mus minutoides,Pygmy Mouse,7/24/16,male,adult (reproductive age),oral swab,Conventional PCR,"Quan et al, RdRp gene",Negative
Republic of Congo,Lekoumou,-3.24,13.84,crop production; dwellings and temporary settlements; extractive industry,CGAR0307,rodents/shrews,Mus minutoides,Pygmy Mouse,7/24/16,male,adult (reproductive age),rectal swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
Republic of Congo,Lekoumou,-3.24,13.84,crop production; dwellings and temporary settlements; extractive industry,CGAR0307,rodents/shrews,Mus minutoides,Pygmy Mouse,7/24/16,male,adult (reproductive age),rectal swab,Conventional PCR,"Quan et al, RdRp gene",Negative
Republic of Congo,Lekoumou,-3.24,13.84,crop production; dwellings and temporary settlements; extractive industry,CGAR0308,rodents/shrews,Mus minutoides,Pygmy Mouse,7/24/16,male,adult (reproductive age),oral swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
Republic of Congo,Lekoumou,-3.24,13.84,crop production; dwellings and temporary settlements; extractive industry,CGAR0308,rodents/shrews,Mus minutoides,Pygmy Mouse,7/24/16,male,adult (reproductive age),oral swab,Conventional PCR,"Quan et al, RdRp gene",Negative
Republic of Congo,Lekoumou,-3.24,13.84,crop production; dwellings and temporary settlements; extractive industry,CGAR0308,rodents/shrews,Mus minutoides,Pygmy Mouse,7/24/16,male,adult (reproductive age),rectal swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
Republic of Congo,Lekoumou,-3.24,13.84,crop production; dwellings and temporary settlements; extractive industry,CGAR0308,rodents/shrews,Mus minutoides,Pygmy Mouse,7/24/16,male,adult (reproductive age),rectal swab,Conventional PCR,"Quan et al, RdRp gene",Negative
Republic of Congo,Lekoumou,-3.24,13.84,crop production; dwellings and temporary settlements; extractive industry,CGAR0309,rodents/shrews,Lemniscomys striatus,Typical Striped Grass Mouse,7/24/16,male,adult (reproductive age),oral swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
Republic of Congo,Lekoumou,-3.24,13.84,crop production; dwellings and temporary settlements; extractive industry,CGAR0309,rodents/shrews,Lemniscomys striatus,Typical Striped Grass Mouse,7/24/16,male,adult (reproductive age),oral swab,Conventional PCR,"Quan et al, RdRp gene",Negative
Republic of Congo,Lekoumou,-3.24,13.84,crop production; dwellings and temporary settlements; extractive industry,CGAR0309,rodents/shrews,Lemniscomys striatus,Typical Striped Grass Mouse,7/24/16,male,adult (reproductive age),rectal swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
Republic of Congo,Lekoumou,-3.24,13.84,crop production; dwellings and temporary settlements; extractive industry,CGAR0309,rodents/shrews,Lemniscomys striatus,Typical Striped Grass Mouse,7/24/16,male,adult (reproductive age),rectal swab,Conventional PCR,"Quan et al, RdRp gene",Negative
Republic of Congo,Lekoumou,-3.24,13.84,crop production; dwellings and temporary settlements; extractive industry,CGAR0310,rodents/shrews,Lophuromys sikapusi,Rusty-Bellied Brush-Furred Rat,7/24/16,male,adult (reproductive age),oral swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
Republic of Congo,Lekoumou,-3.24,13.84,crop production; dwellings and temporary settlements; extractive industry,CGAR0310,rodents/shrews,Lophuromys sikapusi,Rusty-Bellied Brush-Furred Rat,7/24/16,male,adult (reproductive age),oral swab,Conventional PCR,"Quan et al, RdRp gene",Negative
Republic of Congo,Lekoumou,-3.24,13.84,crop production; dwellings and temporary settlements; extractive industry,CGAR0310,rodents/shrews,Lophuromys sikapusi,Rusty-Bellied Brush-Furred Rat,7/24/16,male,adult (reproductive age),rectal swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
Republic of Congo,Lekoumou,-3.24,13.84,crop production; dwellings and temporary settlements; extractive industry,CGAR0310,rodents/shrews,Lophuromys sikapusi,Rusty-Bellied Brush-Furred Rat,7/24/16,male,adult (reproductive age),rectal swab,Conventional PCR,"Quan et al, RdRp gene",Negative
Republic of Congo,Lekoumou,-3.24,13.84,crop production; dwellings and temporary settlements; extractive industry,CGAR0312,rodents/shrews,Malacomys longipes,Big-Eared Swamp Rat,7/24/16,male,"subadult (immature, independent)",oral swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
Republic of Congo,Lekoumou,-3.24,13.84,crop production; dwellings and temporary settlements; extractive industry,CGAR0312,rodents/shrews,Malacomys longipes,Big-Eared Swamp Rat,7/24/16,male,"subadult (immature, independent)",oral swab,Conventional PCR,"Quan et al, RdRp gene",Negative
Republic of Congo,Lekoumou,-3.24,13.84,crop production; dwellings and temporary settlements; extractive industry,CGAR0312,rodents/shrews,Malacomys longipes,Big-Eared Swamp Rat,7/24/16,male,"subadult (immature, independent)",rectal swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
Republic of Congo,Lekoumou,-3.24,13.84,crop production; dwellings and temporary settlements; extractive industry,CGAR0312,rodents/shrews,Malacomys longipes,Big-Eared Swamp Rat,7/24/16,male,"subadult (immature, independent)",rectal swab,Conventional PCR,"Quan et al, RdRp gene",Negative
Republic of Congo,Lekoumou,-3.24,13.84,crop production; dwellings and temporary settlements; extractive industry,CGAR0313,rodents/shrews,Lophuromys sikapusi,Rusty-Bellied Brush-Furred Rat,7/24/16,male,adult (reproductive age),oral swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
Republic of Congo,Lekoumou,-3.24,13.84,crop production; dwellings and temporary settlements; extractive industry,CGAR0313,rodents/shrews,Lophuromys sikapusi,Rusty-Bellied Brush-Furred Rat,7/24/16,male,adult (reproductive age),oral swab,Conventional PCR,"Quan et al, RdRp gene",Negative
Republic of Congo,Lekoumou,-3.24,13.84,crop production; dwellings and temporary settlements; extractive industry,CGAR0313,rodents/shrews,Lophuromys sikapusi,Rusty-Bellied Brush-Furred Rat,7/24/16,male,adult (reproductive age),rectal swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
Republic of Congo,Lekoumou,-3.24,13.84,crop production; dwellings and temporary settlements; extractive industry,CGAR0313,rodents/shrews,Lophuromys sikapusi,Rusty-Bellied Brush-Furred Rat,7/24/16,male,adult (reproductive age),rectal swab,Conventional PCR,"Quan et al, RdRp gene",Negative
Republic of Congo,Lekoumou,-3.24,13.84,crop production; dwellings and temporary settlements; extractive industry,CGAR0314,rodents/shrews,Mus minutoides,Pygmy Mouse,7/24/16,female,adult (reproductive age),oral swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
Republic of Congo,Lekoumou,-3.24,13.84,crop production; dwellings and temporary settlements; extractive industry,CGAR0314,rodents/shrews,Mus minutoides,Pygmy Mouse,7/24/16,female,adult (reproductive age),oral swab,Conventional PCR,"Quan et al, RdRp gene",Negative
Republic of Congo,Lekoumou,-3.24,13.84,crop production; dwellings and temporary settlements; extractive industry,CGAR0314,rodents/shrews,Mus minutoides,Pygmy Mouse,7/24/16,female,adult (reproductive age),rectal swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
Republic of Congo,Lekoumou,-3.24,13.84,crop production; dwellings and temporary settlements; extractive industry,CGAR0314,rodents/shrews,Mus minutoides,Pygmy Mouse,7/24/16,female,adult (reproductive age),rectal swab,Conventional PCR,"Quan et al, RdRp gene",Negative
Republic of Congo,Lekoumou,-3.24,13.84,crop production; dwellings and temporary settlements; extractive industry,CGAR0315,rodents/shrews,Malacomys longipes,Big-Eared Swamp Rat,7/24/16,male,adult (reproductive age),oral swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
Republic of Congo,Lekoumou,-3.24,13.84,crop production; dwellings and temporary settlements; extractive industry,CGAR0315,rodents/shrews,Malacomys longipes,Big-Eared Swamp Rat,7/24/16,male,adult (reproductive age),oral swab,Conventional PCR,"Quan et al, RdRp gene",Negative
Republic of Congo,Lekoumou,-3.24,13.84,crop production; dwellings and temporary settlements; extractive industry,CGAR0315,rodents/shrews,Malacomys longipes,Big-Eared Swamp Rat,7/24/16,male,adult (reproductive age),rectal swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
Republic of Congo,Lekoumou,-3.24,13.84,crop production; dwellings and temporary settlements; extractive industry,CGAR0315,rodents/shrews,Malacomys longipes,Big-Eared Swamp Rat,7/24/16,male,adult (reproductive age),rectal swab,Conventional PCR,"Quan et al, RdRp gene",Negative
Republic of Congo,Lekoumou,-3.24,13.84,crop production; dwellings and temporary settlements; extractive industry,CGAR0316,rodents/shrews,Crocidura russula,White-Toothed Shrew,7/24/16,male,adult (reproductive age),oral swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
Republic of Congo,Lekoumou,-3.24,13.84,crop production; dwellings and temporary settlements; extractive industry,CGAR0316,rodents/shrews,Crocidura russula,White-Toothed Shrew,7/24/16,male,adult (reproductive age),oral swab,Conventional PCR,"Quan et al, RdRp gene",Negative
Republic of Congo,Lekoumou,-3.24,13.84,crop production; dwellings and temporary settlements; extractive industry,CGAR0316,rodents/shrews,Crocidura russula,White-Toothed Shrew,7/24/16,male,adult (reproductive age),rectal swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
Republic of Congo,Lekoumou,-3.24,13.84,crop production; dwellings and temporary settlements; extractive industry,CGAR0316,rodents/shrews,Crocidura russula,White-Toothed Shrew,7/24/16,male,adult (reproductive age),rectal swab,Conventional PCR,"Quan et al, RdRp gene",Negative
Republic of Congo,Lekoumou,-3.24,13.84,crop production; dwellings and temporary settlements; extractive industry,CGAB0324,bats,Megaloglossus woermanni,Woermann's Fruit Bat,7/25/16,male,adult (reproductive age),oral swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
Republic of Congo,Lekoumou,-3.24,13.84,crop production; dwellings and temporary settlements; extractive industry,CGAB0324,bats,Megaloglossus woermanni,Woermann's Fruit Bat,7/25/16,male,adult (reproductive age),oral swab,Conventional PCR,"Quan et al, RdRp gene",Negative
Republic of Congo,Lekoumou,-3.24,13.84,crop production; dwellings and temporary settlements; extractive industry,CGAB0324,bats,Megaloglossus woermanni,Woermann's Fruit Bat,7/25/16,male,adult (reproductive age),rectal swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
Republic of Congo,Lekoumou,-3.24,13.84,crop production; dwellings and temporary settlements; extractive industry,CGAB0324,bats,Megaloglossus woermanni,Woermann's Fruit Bat,7/25/16,male,adult (reproductive age),rectal swab,Conventional PCR,"Quan et al, RdRp gene",Negative
Republic of Congo,Lekoumou,-3.24,13.84,crop production; dwellings and temporary settlements; extractive industry,CGAB0325,bats,Megaloglossus woermanni,Woermann's Fruit Bat,7/25/16,female,adult (reproductive age),oral swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
Republic of Congo,Lekoumou,-3.24,13.84,crop production; dwellings and temporary settlements; extractive industry,CGAB0325,bats,Megaloglossus woermanni,Woermann's Fruit Bat,7/25/16,female,adult (reproductive age),oral swab,Conventional PCR,"Quan et al, RdRp gene",Negative
Republic of Congo,Lekoumou,-3.24,13.84,crop production; dwellings and temporary settlements; extractive industry,CGAB0325,bats,Megaloglossus woermanni,Woermann's Fruit Bat,7/25/16,female,adult (reproductive age),rectal swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
Republic of Congo,Lekoumou,-3.24,13.84,crop production; dwellings and temporary settlements; extractive industry,CGAB0325,bats,Megaloglossus woermanni,Woermann's Fruit Bat,7/25/16,female,adult (reproductive age),rectal swab,Conventional PCR,"Quan et al, RdRp gene",Negative
Republic of Congo,Lekoumou,-3.24,13.84,crop production; dwellings and temporary settlements; extractive industry,CGAB0326,bats,Megaloglossus woermanni,Woermann's Fruit Bat,7/25/16,male,adult (reproductive age),oral swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
Republic of Congo,Lekoumou,-3.24,13.84,crop production; dwellings and temporary settlements; extractive industry,CGAB0326,bats,Megaloglossus woermanni,Woermann's Fruit Bat,7/25/16,male,adult (reproductive age),oral swab,Conventional PCR,"Quan et al, RdRp gene",Negative
Republic of Congo,Lekoumou,-3.24,13.84,crop production; dwellings and temporary settlements; extractive industry,CGAB0326,bats,Megaloglossus woermanni,Woermann's Fruit Bat,7/25/16,male,adult (reproductive age),rectal swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
Republic of Congo,Lekoumou,-3.24,13.84,crop production; dwellings and temporary settlements; extractive industry,CGAB0326,bats,Megaloglossus woermanni,Woermann's Fruit Bat,7/25/16,male,adult (reproductive age),rectal swab,Conventional PCR,"Quan et al, RdRp gene",Negative
Republic of Congo,Lekoumou,-3.24,13.84,crop production; dwellings and temporary settlements; extractive industry,CGAB0327,bats,Epomops franqueti,Franquet's Epauletted Fruit Bat,7/25/16,male,adult (reproductive age),oral swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
Republic of Congo,Lekoumou,-3.24,13.84,crop production; dwellings and temporary settlements; extractive industry,CGAB0327,bats,Epomops franqueti,Franquet's Epauletted Fruit Bat,7/25/16,male,adult (reproductive age),oral swab,Conventional PCR,"Quan et al, RdRp gene",Negative
Republic of Congo,Lekoumou,-3.24,13.84,crop production; dwellings and temporary settlements; extractive industry,CGAB0327,bats,Epomops franqueti,Franquet's Epauletted Fruit Bat,7/25/16,male,adult (reproductive age),rectal swab,Conventional PCR,"Modified Watanabe et al, RdRp gene",Negative
